"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10999","DJCSS-T170: Verify form submission for RC DJCSS API Documentation - R&C Due Diligence Reports API","Smoke Test Suite","2026-09-23","passed","2026-09-23","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","19003","DJCSS-T55: Live Chat - Preferred Language selection is required","Smoke Test Suite","2026-09-23","passed","2026-09-23","Live Chat","live-chat\live-chat.spec.ts","",""
"","27423","Verify the Administration page is up","Smoke Test Suite","2026-09-23","passed","2026-09-23","Administration Page - availability","djcss-admin-page\djcss-admin-page.spec.ts","",""
"","19309","DJCSS-T61: Verify Product filter Checkbox Menu items are present in the table","Smoke Test Suite","2026-09-23","passed","2026-09-23","Product Alerts","product-alerts\product-alerts.spec.ts","",""
"","16776","DJCSS-T57: Verify Dow Jones Risk Journal is listed under the Product section","Smoke Test Suite","2026-09-23","passed","2026-09-23","Risk & Compliance Product Update","risk-compliance-product-update\risk-compliance-product-update.spec.ts","",""
"","21388","DJCSS-T105: Verify the FAQ URL redirection on FAQ Menu on the Navigation bar","Smoke Test Suite","2026-09-23","passed","2026-09-23","FAQ Navigation","faq\faq-navigation.spec.ts","",""
"","6052","DJCSS-T112: Verify that the form submits successfully when all fields (Mandatory + Optional) are populated correctly - Analog","Smoke Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > Analog","mct-form\mct-form-submission.spec.ts","",""
"","20999","DJCSS-T56: Verify Source Name field enforces a 160 character limit","Smoke Test Suite","2026-09-23","passed","2026-09-23","Factiva Source Request Form","factiva-source-request-form\factiva-source-request-form.spec.ts","",""
"","20697","DJCSS-T166: Verify Product Area dropdown reflects updated product names for Global Risk Insights","Smoke Test Suite","2026-09-23","passed","2026-09-23","Help Request Form","help-request-form\help-request-form.spec.ts","",""
"","14551","DJCSS-T167: Verify Advanced Search product filter navigates to filtered results","Smoke Test Suite","2026-09-23","passed","2026-09-23","Home","home\home.spec.ts","",""
"","13500","DJCSS-T95: Verify updated Top Left Site Logo on DJCSS","Smoke Test Suite","2026-09-23","passed","2026-09-23","Logo Updates","logo-updates\logo-updates.spec.ts","",""
"","28345","DJCSS-T151: Verify DJ Yomiuri logo is displayed correctly across viewport sizes","Smoke Test Suite","2026-09-23","passed","2026-09-23","DJ Yomiuri Standalone","dj-yomiuri-standalone\dj-yomiuri-standalone.spec.ts","",""
