"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6244","DJCSS-T135: Verify Unrestricted Upload of File for MyCompanyTodayForm - Otsuka","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > Otsuka","mct-form\mct-form-submission.spec.ts","",""
"","17573","DJCSS-T168: Portuguese option appears in Preferred Language dropdown","Regression Test Suite","2026-09-23","passed","2026-09-23","Live Chat","live-chat\live-chat.spec.ts","",""
"","18348","DJCSS-T98: Verify updated Favicon Logo","Regression Test Suite","2026-09-23","passed","2026-09-23","Logo Updates","logo-updates\logo-updates.spec.ts","",""
"","31130","DJCSS-T151: Verify DJ Yomiuri logo is displayed correctly across viewport sizes","Smoke Test Suite","2026-09-23","broken","2026-09-23","DJ Yomiuri Standalone","dj-yomiuri-standalone\dj-yomiuri-standalone.spec.ts","",""
"","14858","DJCSS-T86: Verify updated Footer Logo on DJCSS","Regression Test Suite","2026-09-23","passed","2026-09-23","Recycle","recycle\recycle.spec.ts","",""
"","20579","DJCSS-T114: Verify submission with only the mandatory fields filled, leaving all optional fields blank - Analog","Regression Test Suite","2026-09-23","failed","2026-09-23","MCT Form Submission > Analog","mct-form\mct-form-submission.spec.ts","",""
"","23218","DJCSS-T57: Verify Dow Jones Risk Journal is listed under the Product section","Smoke Test Suite","2026-09-23","passed","2026-09-23","Risk & Compliance Product Update","risk-compliance-product-update\risk-compliance-product-update.spec.ts","",""
"","48976","DJCSS-T90: Verify updated logo on Factiva Product Update email template","Regression Test Suite","2026-09-23","passed","2026-09-23","Recycle","recycle\recycle.spec.ts","",""
"","4830","Verify submission is blocked when Email Address is not a valid format","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > Form Validation Edge Cases","mct-form\mct-form-submission.spec.ts","",""
"","7646","DJCSS-T148: Verify submission with only the mandatory fields filled, leaving all optional fields blank - TRS","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > TRS","mct-form\mct-form-submission.spec.ts","",""
"","16228","DJCSS-T61: Verify Product filter Checkbox Menu items are present in the table","Smoke Test Suite","2026-09-23","passed","2026-09-23","Product Alerts","product-alerts\product-alerts.spec.ts","",""
"","9046","DJCSS-T176: Verify form submission for RC DJCSS Third Party","Regression Test Suite","2026-09-23","passed","2026-09-23","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","5987","DJCSS-T142: Verify that the form prevents submission if mandatory fields are empty - Constellium","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > Constellium","mct-form\mct-form-submission.spec.ts","",""
"","19875","DJCSS-T138: Verify submission with only the mandatory fields filled, leaving all optional fields blank - Arconic","Regression Test Suite","2026-09-23","failed","2026-09-23","MCT Form Submission > Arconic","mct-form\mct-form-submission.spec.ts","",""
"","14965","DJCSS-T167: Verify Advanced Search product filter navigates to filtered results","Smoke Test Suite","2026-09-23","passed","2026-09-23","Home","home\home.spec.ts","",""
"","17398","DJCSS-T129: Verify unrestricted file upload is rejected on the Help Request tab","Regression Test Suite","2026-09-23","passed","2026-09-23","Help Request Form","help-request-form\help-request-form.spec.ts","",""
"","11652","DJCSS-T170: Verify form submission for RC DJCSS API Documentation - R&C Due Diligence Reports API","Smoke Test Suite","2026-09-23","passed","2026-09-23","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","3791","DJCSS-T170c: Verify apidocumentation form prevents submission when First Name, Last Name, and message are empty","Regression Test Suite","2026-09-23","passed","2026-09-23","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","4913","DJCSS-T111: Verify New MCT Article Submission Form - Analog","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > Analog","mct-form\mct-form-submission.spec.ts","",""
"","2955","DJCSS-T130: Verify New MCT Article Submission Form - Otsuka","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > Otsuka","mct-form\mct-form-submission.spec.ts","",""
"","3732","DJCSS-T145: Verify Unrestricted Upload of File for MyCompanyTodayForm - Constellium","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > Constellium","mct-form\mct-form-submission.spec.ts","",""
"","12882","DJCSS-T95: Verify updated Top Left Site Logo on DJCSS","Smoke Test Suite","2026-09-23","passed","2026-09-23","Logo Updates","logo-updates\logo-updates.spec.ts","",""
"","9334","DJCSS-T146: Verify that the form submits successfully when all fields (Mandatory + Optional) are populated correctly - TRS","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > TRS","mct-form\mct-form-submission.spec.ts","",""
"","24160","DJCSS-T177: Verify form submission for RC DJCSS RiskJournal","Regression Test Suite","2026-09-23","passed","2026-09-23","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","31056","Verify the Administration page is up","Smoke Test Suite","2026-09-23","broken","2026-09-23","Administration Page - availability","djcss-admin-page\djcss-admin-page.spec.ts","",""
"","16565","DJCSS-T165: Dragonfly Intelligence product name is updated in Live Chat form","Regression Test Suite","2026-09-23","passed","2026-09-23","Live Chat","live-chat\live-chat.spec.ts","",""
"","31152","Verify a ""0 Results Found"" message is shown for a search term with no matching articles","Regression Test Suite","2026-09-23","passed","2026-09-23","FAQ Forms","faq\faq-forms.spec.ts","",""
"","9085","DJCSS-T153: Verify addition of new products to the Product Alert list","Regression Test Suite","2026-09-23","passed","2026-09-23","Product Alerts","product-alerts\product-alerts.spec.ts","",""
"","12141","DJCSS-T85: Verify updated Top Left Site Logo on DJCSS","Regression Test Suite","2026-09-23","passed","2026-09-23","Recycle","recycle\recycle.spec.ts","",""
"","30559","DJCSS-T92: Verify Newswire Product Update article publishes successfully in Alfresco","Regression Test Suite","2026-09-23","passed","2026-09-23","Recycle","recycle\recycle.spec.ts","",""
"","21200","DJCSS-T127: Verify unrestricted file upload is rejected on the Support Resource Request form","Regression Test Suite","2026-09-23","passed","2026-09-23","Help Request Form","help-request-form\help-request-form.spec.ts","",""
"","4352","DJCSS-T115: Verify the form successfully accepts exactly 3 uploaded files - Analog","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > Analog","mct-form\mct-form-submission.spec.ts","",""
"","5668","DJCSS-T120: Verify the form successfully accepts exactly 3 uploaded files - Prosegur","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > Prosegur","mct-form\mct-form-submission.spec.ts","",""
"","6435","DJCSS-T112: Verify that the form submits successfully when all fields (Mandatory + Optional) are populated correctly - Analog","Smoke Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > Analog","mct-form\mct-form-submission.spec.ts","",""
"","20791","Verify rapid double-click on Submit does not create a duplicate submission","Regression Test Suite","2026-09-23","failed","2026-09-23","MCT Form Submission > Form Validation Edge Cases","mct-form\mct-form-submission.spec.ts","",""
"","34301","DJCSS-T83: Verify Acceptance Modal does not reappear for an already-accepted PDF (same year)","Regression Test Suite","2026-09-23","broken","2026-09-23","FAQ Forms","faq\faq-forms.spec.ts","",""
"","19696","DJCSS-T136: Verify that the form submits successfully when all fields (Mandatory + Optional) are populated correctly - Arconic","Regression Test Suite","2026-09-23","failed","2026-09-23","MCT Form Submission > Arconic","mct-form\mct-form-submission.spec.ts","",""
"","3971","DJCSS-T119: Verify submission with only the mandatory fields filled, leaving all optional fields blank - Prosegur","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > Prosegur","mct-form\mct-form-submission.spec.ts","",""
"","7048","DJCSS-T170b: Verify apidocumentation form submits successfully even when Product is left unselected","Regression Test Suite","2026-09-23","passed","2026-09-23","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","18211","DJCSS-T157: Verify the updated Product container for Product Alert","Regression Test Suite","2026-09-23","passed","2026-09-23","Product Alerts","product-alerts\product-alerts.spec.ts","",""
"","17007","DJCSS-T55: Live Chat - Preferred Language selection is required","Smoke Test Suite","2026-09-23","passed","2026-09-23","Live Chat","live-chat\live-chat.spec.ts","",""
"","17302","DJCSS-T166: Verify Product Area dropdown reflects updated product names for Global Risk Insights","Smoke Test Suite","2026-09-23","passed","2026-09-23","Help Request Form","help-request-form\help-request-form.spec.ts","",""
"","2857","DJCSS-T147: Verify that the form prevents submission if mandatory fields are empty - TRS","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > TRS","mct-form\mct-form-submission.spec.ts","",""
"","19167","DJCSS-T125: Verify unrestricted file upload is rejected on the R&C profile update tab","Regression Test Suite","2026-09-23","passed","2026-09-23","Risk & Compliance Product Update","risk-compliance-product-update\risk-compliance-product-update.spec.ts","",""
"","16311","DJCSS-T96: Verify updated Footer Logo on DJCSS","Regression Test Suite","2026-09-23","passed","2026-09-23","Logo Updates","logo-updates\logo-updates.spec.ts","",""
"","4658","DJCSS-T134: Verify the form successfully accepts exactly 3 uploaded files - Otsuka","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > Otsuka","mct-form\mct-form-submission.spec.ts","",""
"","31999","DJCSS-T93: Verify IMS Product Update article publishes successfully in Alfresco","Regression Test Suite","2026-09-23","passed","2026-09-23","Recycle","recycle\recycle.spec.ts","",""
"","5727","DJCSS-T118: Verify that the form prevents submission if mandatory fields are empty - Prosegur","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > Prosegur","mct-form\mct-form-submission.spec.ts","",""
"","22914","Verify search results pagination navigates to the next page of articles","Regression Test Suite","2026-09-23","passed","2026-09-23","FAQ Forms","faq\faq-forms.spec.ts","",""
"","35555","DJCSS-T106: Verify FAQ URL after submitting Help Request Form","Regression Test Suite","2026-09-23","broken","2026-09-23","FAQ Forms","faq\faq-forms.spec.ts","",""
"","20620","DJCSS-T117: Verify that the form submits successfully when all fields (Mandatory + Optional) are populated correctly - Prosegur","Regression Test Suite","2026-09-23","failed","2026-09-23","MCT Form Submission > Prosegur","mct-form\mct-form-submission.spec.ts","",""
"","7483","DJCSS-T149: Verify the form successfully accepts exactly 3 uploaded files - TRS","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > TRS","mct-form\mct-form-submission.spec.ts","",""
"","3553","DJCSS-T143: Verify submission with only the mandatory fields filled, leaving all optional fields blank - Constellium","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > Constellium","mct-form\mct-form-submission.spec.ts","",""
"","53854","DJCSS-T94: Verify updated logo on Factiva Content Update email template","Regression Test Suite","2026-09-23","passed","2026-09-23","Recycle","recycle\recycle.spec.ts","",""
"","4835","DJCSS-T113: Verify that the form prevents submission if mandatory fields are empty - Analog","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > Analog","mct-form\mct-form-submission.spec.ts","",""
"","23082","DJCSS-T131: Verify that the form submits successfully when all fields (Mandatory + Optional) are populated correctly - Otsuka","Regression Test Suite","2026-09-23","failed","2026-09-23","MCT Form Submission > Otsuka","mct-form\mct-form-submission.spec.ts","",""
"","3470","DJCSS-T137: Verify that the form prevents submission if mandatory fields are empty - Arconic","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > Arconic","mct-form\mct-form-submission.spec.ts","",""
"","9591","DJCSS-T172: Verify form submission for RC DJCSS API Documentation - Risk & Compliance Ad Hoc Search API 2.0","Regression Test Suite","2026-09-23","passed","2026-09-23","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","8748","DJCSS-T173: Verify form submission for RC DJCSS API Documentation - R&C Screening & Monitoring API","Regression Test Suite","2026-09-23","passed","2026-09-23","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","22537","DJCSS-T174: Verify form submission for RC DJCSS Oxford Analytica","Regression Test Suite","2026-09-23","passed","2026-09-23","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","5391","DJCSS-T133: Verify submission with only the mandatory fields filled, leaving all optional fields blank - Otsuka","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > Otsuka","mct-form\mct-form-submission.spec.ts","",""
"","21053","DJCSS-T105: Verify the FAQ URL redirection on FAQ Menu on the Navigation bar","Smoke Test Suite","2026-09-23","passed","2026-09-23","FAQ Navigation","faq\faq-navigation.spec.ts","",""
"","2817","DJCSS-T140: Verify Unrestricted Upload of File for MyCompanyTodayForm - Arconic","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > Arconic","mct-form\mct-form-submission.spec.ts","",""
"","2898","DJCSS-T132: Verify that the form prevents submission if mandatory fields are empty - Otsuka","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > Otsuka","mct-form\mct-form-submission.spec.ts","",""
"","3217","DJCSS-T128: Verify Unrestricted Upload of File for MyCompanyTodayForm - Analog","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > Analog","mct-form\mct-form-submission.spec.ts","",""
"","6176","Verify a Publication Date beyond the field max is currently accepted on submission","Regression Test Suite","2026-09-23","passed","2026-09-23","MCT Form Submission > Form Validation Edge Cases","mct-form\mct-form-submission.spec.ts","",""
"","9034","DJCSS-T171: Verify form submission for RC DJCSS API Documentation - R&C Legacy Risk & Compliance API","Regression Test Suite","2026-09-23","passed","2026-09-23","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
