"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20592","DJCSS-T162: User can successfully change their Phone Country within the chat interface","Regression Test Suite","2026-09-21","passed","2026-09-21","Live Chat","live-chat\live-chat.spec.ts","",""
"","4635","DJCSS-T139: Verify the form successfully accepts exactly 3 uploaded files - Arconic","Regression Test Suite","2026-09-21","passed","2026-09-21","MCT Form Submission > Arconic","mct-form\mct-form-submission.spec.ts","",""
"","11704","DJCSS-T170: Verify form submission for RC DJCSS API Documentation - R&C Due Diligence Reports API","Smoke Test Suite","2026-09-21","passed","2026-09-21","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","6305","DJCSS-T118: Verify that the form prevents submission if mandatory fields are empty - Prosegur","Regression Test Suite","2026-09-21","passed","2026-09-21","MCT Form Submission > Prosegur","mct-form\mct-form-submission.spec.ts","",""
"","15148","DJCSS-T157: Verify the updated Product container for Product Alert","Regression Test Suite","2026-09-21","passed","2026-09-21","Product Alerts","product-alerts\product-alerts.spec.ts","",""
"","6901","DJCSS-T131: Verify that the form submits successfully when all fields (Mandatory + Optional) are populated correctly - Otsuka","Regression Test Suite","2026-09-21","passed","2026-09-21","MCT Form Submission > Otsuka","mct-form\mct-form-submission.spec.ts","",""
"","6271","DJCSS-T141: Verify that the form submits successfully when all fields (Mandatory + Optional) are populated correctly - Constellium","Regression Test Suite","2026-09-21","passed","2026-09-21","MCT Form Submission > Constellium","mct-form\mct-form-submission.spec.ts","",""
"","5859","DJCSS-T136: Verify that the form submits successfully when all fields (Mandatory + Optional) are populated correctly - Arconic","Regression Test Suite","2026-09-21","passed","2026-09-21","MCT Form Submission > Arconic","mct-form\mct-form-submission.spec.ts","",""
"","17580","DJCSS-T166: Verify Product Area dropdown reflects updated product names for Global Risk Insights","Smoke Test Suite","2026-09-21","passed","2026-09-21","Help Request Form","help-request-form\help-request-form.spec.ts","",""
"","3666","Verify submission is blocked when Email Address is not a valid format","Regression Test Suite","2026-09-21","passed","2026-09-21","MCT Form Submission > Form Validation Edge Cases","mct-form\mct-form-submission.spec.ts","",""
"","6549","DJCSS-T140: Verify Unrestricted Upload of File for MyCompanyTodayForm - Arconic","Regression Test Suite","2026-09-21","passed","2026-09-21","MCT Form Submission > Arconic","mct-form\mct-form-submission.spec.ts","",""
"","31172","DJCSS-T83: Verify Acceptance Modal does not reappear for an already-accepted PDF (same year)","Regression Test Suite","2026-09-21","broken","2026-09-21","FAQ Forms","faq\faq-forms.spec.ts","",""
"","11732","DJCSS-T167: Verify Advanced Search product filter navigates to filtered results","Smoke Test Suite","2026-09-21","passed","2026-09-21","Home","home\home.spec.ts","",""
"","21114","DJCSS-T179: Verify form submission for RC DJCSS Trade Compliance","Regression Test Suite","2026-09-21","passed","2026-09-21","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","5287","DJCSS-T143: Verify submission with only the mandatory fields filled, leaving all optional fields blank - Constellium","Regression Test Suite","2026-09-21","passed","2026-09-21","MCT Form Submission > Constellium","mct-form\mct-form-submission.spec.ts","",""
"","30045","DJCSS-T92: Verify Newswire Product Update article publishes successfully in Alfresco","Regression Test Suite","2026-09-21","passed","2026-09-21","Recycle","recycle\recycle.spec.ts","",""
"","18946","DJCSS-T127: Verify unrestricted file upload is rejected on the Support Resource Request form","Regression Test Suite","2026-09-21","passed","2026-09-21","Help Request Form","help-request-form\help-request-form.spec.ts","",""
"","6450","DJCSS-T170b: Verify apidocumentation form submits successfully even when Product is left unselected","Regression Test Suite","2026-09-21","passed","2026-09-21","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","5448","Verify a Publication Date beyond the field max is currently accepted on submission","Regression Test Suite","2026-09-21","passed","2026-09-21","MCT Form Submission > Form Validation Edge Cases","mct-form\mct-form-submission.spec.ts","",""
