"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17629","DJCSS-T165: Dragonfly Intelligence product name is updated in Live Chat form","Regression Test Suite","2026-09-22","passed","2026-09-22","Live Chat","live-chat\live-chat.spec.ts","",""
"","11270","DJCSS-T150: Verify Unrestricted Upload of File for MyCompanyTodayForm - TRS","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > TRS","mct-form\mct-form-submission.spec.ts","",""
"","6817","DJCSS-T131: Verify that the form submits successfully when all fields (Mandatory + Optional) are populated correctly - Otsuka","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > Otsuka","mct-form\mct-form-submission.spec.ts","",""
"","5588","DJCSS-T130: Verify New MCT Article Submission Form - Otsuka","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > Otsuka","mct-form\mct-form-submission.spec.ts","",""
"","22787","Verify search results pagination navigates to the next page of articles","Regression Test Suite","2026-09-22","passed","2026-09-22","FAQ Forms","faq\faq-forms.spec.ts","",""
"","14429","DJCSS-T129: Verify unrestricted file upload is rejected on the Help Request tab","Regression Test Suite","2026-09-22","passed","2026-09-22","Help Request Form","help-request-form\help-request-form.spec.ts","",""
"","22617","Verify the Administration page is up","Smoke Test Suite","2026-09-22","passed","2026-09-22","Administration Page - availability","djcss-admin-page\djcss-admin-page.spec.ts","",""
"","20228","DJCSS-T141: Verify that the form submits successfully when all fields (Mandatory + Optional) are populated correctly - Constellium","Regression Test Suite","2026-09-22","failed","2026-09-22","MCT Form Submission > Constellium","mct-form\mct-form-submission.spec.ts","",""
"","4391","DJCSS-T120: Verify the form successfully accepts exactly 3 uploaded files - Prosegur","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > Prosegur","mct-form\mct-form-submission.spec.ts","",""
"","10885","DJCSS-T137: Verify that the form prevents submission if mandatory fields are empty - Arconic","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > Arconic","mct-form\mct-form-submission.spec.ts","",""
"","19033","DJCSS-T105: Verify the FAQ URL redirection on FAQ Menu on the Navigation bar","Smoke Test Suite","2026-09-22","passed","2026-09-22","FAQ Navigation","faq\faq-navigation.spec.ts","",""
"","20315","DJCSS-T112: Verify that the form submits successfully when all fields (Mandatory + Optional) are populated correctly - Analog","Smoke Test Suite","2026-09-22","failed","2026-09-22","MCT Form Submission > Analog","mct-form\mct-form-submission.spec.ts","",""
"","17234","DJCSS-T55: Live Chat - Preferred Language selection is required","Smoke Test Suite","2026-09-22","passed","2026-09-22","Live Chat","live-chat\live-chat.spec.ts","",""
"","4167","DJCSS-T132: Verify that the form prevents submission if mandatory fields are empty - Otsuka","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > Otsuka","mct-form\mct-form-submission.spec.ts","",""
"","18366","DJCSS-T128: Verify Unrestricted Upload of File for MyCompanyTodayForm - Analog","Regression Test Suite","2026-09-22","failed","2026-09-22","MCT Form Submission > Analog","mct-form\mct-form-submission.spec.ts","",""
"","3077","DJCSS-T118: Verify that the form prevents submission if mandatory fields are empty - Prosegur","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > Prosegur","mct-form\mct-form-submission.spec.ts","",""
"","7975","DJCSS-T148: Verify submission with only the mandatory fields filled, leaving all optional fields blank - TRS","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > TRS","mct-form\mct-form-submission.spec.ts","",""
"","24700","DJCSS-T151: Verify DJ Yomiuri logo is displayed correctly across viewport sizes","Smoke Test Suite","2026-09-22","passed","2026-09-22","DJ Yomiuri Standalone","dj-yomiuri-standalone\dj-yomiuri-standalone.spec.ts","",""
"","9288","DJCSS-T172: Verify form submission for RC DJCSS API Documentation - Risk & Compliance Ad Hoc Search API 2.0","Regression Test Suite","2026-09-22","passed","2026-09-22","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","21943","DJCSS-T136: Verify that the form submits successfully when all fields (Mandatory + Optional) are populated correctly - Arconic","Regression Test Suite","2026-09-22","failed","2026-09-22","MCT Form Submission > Arconic","mct-form\mct-form-submission.spec.ts","",""
"","7388","DJCSS-T146: Verify that the form submits successfully when all fields (Mandatory + Optional) are populated correctly - TRS","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > TRS","mct-form\mct-form-submission.spec.ts","",""
"","23548","DJCSS-T178: Verify form submission for RC DJCSS RCFC (Financial Crimes)","Regression Test Suite","2026-09-22","passed","2026-09-22","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","13061","DJCSS-T86: Verify updated Footer Logo on DJCSS","Regression Test Suite","2026-09-22","passed","2026-09-22","Recycle","recycle\recycle.spec.ts","",""
"","30745","DJCSS-T93: Verify IMS Product Update article publishes successfully in Alfresco","Regression Test Suite","2026-09-22","passed","2026-09-22","Recycle","recycle\recycle.spec.ts","",""
"","12005","DJCSS-T167: Verify Advanced Search product filter navigates to filtered results","Smoke Test Suite","2026-09-22","passed","2026-09-22","Home","home\home.spec.ts","",""
"","3928","Verify submission is blocked when Email Address is not a valid format","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > Form Validation Edge Cases","mct-form\mct-form-submission.spec.ts","",""
"","20567","Verify a Publication Date beyond the field max is currently accepted on submission","Regression Test Suite","2026-09-22","failed","2026-09-22","MCT Form Submission > Form Validation Edge Cases","mct-form\mct-form-submission.spec.ts","",""
"","53567","DJCSS-T94: Verify updated logo on Factiva Content Update email template","Regression Test Suite","2026-09-22","passed","2026-09-22","Recycle","recycle\recycle.spec.ts","",""
"","14282","DJCSS-T95: Verify updated Top Left Site Logo on DJCSS","Smoke Test Suite","2026-09-22","passed","2026-09-22","Logo Updates","logo-updates\logo-updates.spec.ts","",""
"","28739","DJCSS-T92: Verify Newswire Product Update article publishes successfully in Alfresco","Regression Test Suite","2026-09-22","passed","2026-09-22","Recycle","recycle\recycle.spec.ts","",""
"","10492","DJCSS-T133: Verify submission with only the mandatory fields filled, leaving all optional fields blank - Otsuka","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > Otsuka","mct-form\mct-form-submission.spec.ts","",""
"","4049","DJCSS-T111: Verify New MCT Article Submission Form - Analog","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > Analog","mct-form\mct-form-submission.spec.ts","",""
"","3267","DJCSS-T134: Verify the form successfully accepts exactly 3 uploaded files - Otsuka","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > Otsuka","mct-form\mct-form-submission.spec.ts","",""
"","22027","DJCSS-T143: Verify submission with only the mandatory fields filled, leaving all optional fields blank - Constellium","Regression Test Suite","2026-09-22","failed","2026-09-22","MCT Form Submission > Constellium","mct-form\mct-form-submission.spec.ts","",""
"","9367","DJCSS-T115: Verify the form successfully accepts exactly 3 uploaded files - Analog","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > Analog","mct-form\mct-form-submission.spec.ts","",""
"","12171","DJCSS-T170: Verify form submission for RC DJCSS API Documentation - R&C Due Diligence Reports API","Smoke Test Suite","2026-09-22","passed","2026-09-22","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","19054","DJCSS-T98: Verify updated Favicon Logo","Regression Test Suite","2026-09-22","passed","2026-09-22","Logo Updates","logo-updates\logo-updates.spec.ts","",""
"","6156","DJCSS-T119: Verify submission with only the mandatory fields filled, leaving all optional fields blank - Prosegur","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > Prosegur","mct-form\mct-form-submission.spec.ts","",""
"","12351","DJCSS-T85: Verify updated Top Left Site Logo on DJCSS","Regression Test Suite","2026-09-22","passed","2026-09-22","Recycle","recycle\recycle.spec.ts","",""
"","17823","DJCSS-T56: Verify Source Name field enforces a 160 character limit","Smoke Test Suite","2026-09-22","passed","2026-09-22","Factiva Source Request Form","factiva-source-request-form\factiva-source-request-form.spec.ts","",""
"","19503","DJCSS-T162: User can successfully change their Phone Country within the chat interface","Regression Test Suite","2026-09-22","passed","2026-09-22","Live Chat","live-chat\live-chat.spec.ts","",""
"","4865","DJCSS-T116: Verify New MCT Article Submission Form - Prosegur","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > Prosegur","mct-form\mct-form-submission.spec.ts","",""
"","21131","DJCSS-T179: Verify form submission for RC DJCSS Trade Compliance","Regression Test Suite","2026-09-22","passed","2026-09-22","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","48832","DJCSS-T90: Verify updated logo on Factiva Product Update email template","Regression Test Suite","2026-09-22","passed","2026-09-22","Recycle","recycle\recycle.spec.ts","",""
"","6701","DJCSS-T142: Verify that the form prevents submission if mandatory fields are empty - Constellium","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > Constellium","mct-form\mct-form-submission.spec.ts","",""
"","21546","DJCSS-T174: Verify form submission for RC DJCSS Oxford Analytica","Regression Test Suite","2026-09-22","passed","2026-09-22","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","6503","DJCSS-T170c: Verify apidocumentation form prevents submission when First Name, Last Name, and message are empty","Regression Test Suite","2026-09-22","passed","2026-09-22","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","20668","DJCSS-T177: Verify form submission for RC DJCSS RiskJournal","Regression Test Suite","2026-09-22","passed","2026-09-22","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","8329","DJCSS-T138: Verify submission with only the mandatory fields filled, leaving all optional fields blank - Arconic","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > Arconic","mct-form\mct-form-submission.spec.ts","",""
"","32314","DJCSS-T83: Verify Acceptance Modal does not reappear for an already-accepted PDF (same year)","Regression Test Suite","2026-09-22","broken","2026-09-22","FAQ Forms","faq\faq-forms.spec.ts","",""
"","24937","DJCSS-T106: Verify FAQ URL after submitting Help Request Form","Regression Test Suite","2026-09-22","passed","2026-09-22","FAQ Forms","faq\faq-forms.spec.ts","",""
"","16843","DJCSS-T168: Portuguese option appears in Preferred Language dropdown","Regression Test Suite","2026-09-22","passed","2026-09-22","Live Chat","live-chat\live-chat.spec.ts","",""
"","9163","DJCSS-T171: Verify form submission for RC DJCSS API Documentation - R&C Legacy Risk & Compliance API","Regression Test Suite","2026-09-22","passed","2026-09-22","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","23251","DJCSS-T175: Verify form submission for RC DJCSS Global Risk Monitor","Regression Test Suite","2026-09-22","passed","2026-09-22","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","24022","DJCSS-T61: Verify Product filter Checkbox Menu items are present in the table","Smoke Test Suite","2026-09-22","passed","2026-09-22","Product Alerts","product-alerts\product-alerts.spec.ts","",""
"","7098","DJCSS-T170b: Verify apidocumentation form submits successfully even when Product is left unselected","Regression Test Suite","2026-09-22","passed","2026-09-22","RC Feedback Forms","rc-feedback-forms\rc-feedback-forms.spec.ts","",""
"","7782","DJCSS-T153: Verify addition of new products to the Product Alert list","Regression Test Suite","2026-09-22","passed","2026-09-22","Product Alerts","product-alerts\product-alerts.spec.ts","",""
"","5828","DJCSS-T114: Verify submission with only the mandatory fields filled, leaving all optional fields blank - Analog","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > Analog","mct-form\mct-form-submission.spec.ts","",""
"","19009","DJCSS-T135: Verify Unrestricted Upload of File for MyCompanyTodayForm - Otsuka","Regression Test Suite","2026-09-22","failed","2026-09-22","MCT Form Submission > Otsuka","mct-form\mct-form-submission.spec.ts","",""
"","3498","DJCSS-T139: Verify the form successfully accepts exactly 3 uploaded files - Arconic","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > Arconic","mct-form\mct-form-submission.spec.ts","",""
"","5197","DJCSS-T147: Verify that the form prevents submission if mandatory fields are empty - TRS","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > TRS","mct-form\mct-form-submission.spec.ts","",""
"","21407","Verify the Help Request form can be filled and submitted successfully on a mobile viewport","Regression Test Suite","2026-09-22","passed","2026-09-22","Help Request Form","help-request-form\help-request-form.spec.ts","",""
"","18916","DJCSS-T57: Verify Dow Jones Risk Journal is listed under the Product section","Smoke Test Suite","2026-09-22","passed","2026-09-22","Risk & Compliance Product Update","risk-compliance-product-update\risk-compliance-product-update.spec.ts","",""
"","6791","DJCSS-T140: Verify Unrestricted Upload of File for MyCompanyTodayForm - Arconic","Regression Test Suite","2026-09-22","passed","2026-09-22","MCT Form Submission > Arconic","mct-form\mct-form-submission.spec.ts","",""
"","23821","DJCSS-T117: Verify that the form submits successfully when all fields (Mandatory + Optional) are populated correctly - Prosegur","Regression Test Suite","2026-09-22","failed","2026-09-22","MCT Form Submission > Prosegur","mct-form\mct-form-submission.spec.ts","",""
"","20224","DJCSS-T157: Verify the updated Product container for Product Alert","Regression Test Suite","2026-09-22","passed","2026-09-22","Product Alerts","product-alerts\product-alerts.spec.ts","",""
